0	-17.588392	0.021822	1106.918213
1	-49.978302	0.002720	603.773560
2	-42.034035	0.005885	503.144653
3	-40.000187	0.008644	251.572327
4	-41.479687	0.006536	905.660400
5	-37.458004	0.011718	100.628929
6	-46.027931	0.004104	754.716980
7	-40.601910	0.008329	402.515717
8	-38.487709	0.010411	301.886780
9	-36.504517	0.013379	150.943390
10	-38.870354	0.010041	100.628929
11	-36.004627	0.013497	150.943390
12	-37.898861	0.010853	100.628929
13	-37.495968	0.011965	100.628929
14	-41.154942	0.007149	150.943390
15	-50.136276	0.002447	654.088074
16	-46.831535	0.003761	402.515717
17	-48.803566	0.002789	301.886780
18	-42.341496	0.006968	100.628929
19	-45.968376	0.003997	301.886780
20	-40.865734	0.008146	150.943390
21	-46.234573	0.003773	402.515717
22	-42.802715	0.006125	100.628929
23	-41.954224	0.006694	251.572327
24	-45.975853	0.003826	603.773560
25	-50.102394	0.002515	905.660400
26	-46.772869	0.003575	553.459106
27	-47.490395	0.003573	553.459106
28	-48.781143	0.002940	955.974854
29	-48.493385	0.002937	553.459106
30	-46.861485	0.003491	553.459106
31	-47.007156	0.003881	503.144653
32	-47.706768	0.003526	503.144653
33	-47.718864	0.003440	301.886780
34	-49.662079	0.002777	402.515717
35	-51.002991	0.002222	1056.603760
36	-55.861584	0.001251	1358.490601
37	-56.802414	0.001160	1509.433960
38	-45.182785	0.004643	402.515717
39	-44.546196	0.004873	805.031433
40	-51.604362	0.002035	1408.805054
41	-44.169975	0.004659	855.345886
42	-42.037823	0.005994	805.031433
43	-37.593685	0.008085	955.974854
44	-29.144459	0.024656	905.660400
45	-23.460907	0.046552	704.402527
46	-20.788004	0.072829	654.088074
47	-20.183371	0.072259	1006.289307
48	-18.214350	0.093698	704.402527
49	-18.738663	0.085210	855.345886
50	-22.243353	0.054629	754.716980
51	-24.335787	0.043112	905.660400
52	-24.318537	0.044957	654.088074
53	-24.089142	0.045240	805.031433
54	-21.329716	0.062588	704.402527
55	-22.067387	0.058512	603.773560
56	-21.800251	0.062718	704.402527
57	-23.411945	0.049860	754.716980
58	-22.310547	0.053759	754.716980
59	-22.312975	0.060541	805.031433
60	-27.833231	0.031214	654.088074
61	-21.200962	0.062325	955.974854
62	-25.932793	0.040550	503.144653
63	-24.485003	0.041485	1006.289307
64	-28.150570	0.029514	452.830200
65	-29.150328	0.027481	402.515717
66	-28.621544	0.032543	201.257858
67	-31.903940	0.021079	402.515717
68	-34.159752	0.016483	503.144653
69	-31.068325	0.023050	805.031433
70	-35.136765	0.013369	2415.094238
71	-35.394993	0.013843	2264.150879
72	-32.268753	0.020266	1459.119507
73	-35.207932	0.014366	1509.433960
74	-33.333412	0.018192	1056.603760
75	-34.101692	0.015399	1610.062866
76	-39.061256	0.009137	1911.949707
77	-37.725178	0.010775	1207.547119
78	-32.971741	0.018703	754.716980
79	-38.214588	0.009270	452.830200
80	-27.564608	0.032981	352.201263
81	-22.166903	0.060468	603.773560
82	-21.924364	0.062691	704.402527
83	-19.934523	0.076221	654.088074
84	-21.885769	0.060191	1006.289307
85	-20.598557	0.068657	805.031433
86	-22.808372	0.058319	654.088074
87	-25.466742	0.040962	704.402527
88	-24.334572	0.049442	452.830200
89	-28.186504	0.034046	301.886780
90	-30.158846	0.026460	402.515717
91	-28.344324	0.034100	352.201263
92	-31.222380	0.023427	301.886780
93	-27.535276	0.032523	251.572327
94	-28.002794	0.033075	402.515717
95	-26.655746	0.038050	352.201263
96	-25.497774	0.046116	301.886780
97	-28.974943	0.029867	301.886780
98	-31.939049	0.020283	452.830200
99	-38.044743	0.009706	805.031433
100	-31.392679	0.021095	452.830200
101	-36.118244	0.013073	503.144653
102	-30.802490	0.024500	201.257858
103	-35.125679	0.015559	402.515717
104	-40.494984	0.007753	955.974854
105	-37.754276	0.010900	855.345886
106	-33.449776	0.016912	754.716980
107	-33.379288	0.018011	503.144653
108	-34.039219	0.016285	452.830200
109	-32.767883	0.019453	402.515717
110	-37.301723	0.010793	654.088074
111	-34.121517	0.014918	654.088074
112	-34.538670	0.013818	855.345886
113	-27.599001	0.032788	402.515717
114	-24.692768	0.046665	704.402527
115	-23.886274	0.049625	805.031433
116	-23.579531	0.052668	905.660400
117	-23.670275	0.052547	603.773560
118	-23.502491	0.050589	603.773560
119	-23.671911	0.050664	553.459106
120	-24.381641	0.045138	603.773560
121	-22.400404	0.057647	452.830200
122	-25.787632	0.038767	704.402527
123	-26.508196	0.040230	402.515717
124	-26.088306	0.035944	201.257858
125	-25.323618	0.042967	352.201263
126	-25.296473	0.043026	553.459106
127	-23.483692	0.050186	452.830200
128	-22.934082	0.052396	402.515717
129	-25.951160	0.039260	603.773560
130	-23.128029	0.053266	805.031433
131	-23.229568	0.053975	1358.490601
132	-22.624443	0.057921	1308.176147
133	-29.523319	0.024605	1056.603760
134	-34.958118	0.015511	553.459106
135	-36.575138	0.012066	452.830200
136	-34.851795	0.014511	402.515717
137	-29.915728	0.024637	754.716980
138	-28.436731	0.028429	1006.289307
139	-26.066452	0.038449	201.257858
140	-26.010105	0.037422	301.886780
141	-27.934521	0.032406	452.830200
142	-26.680756	0.034997	805.031433
143	-25.404146	0.041270	855.345886
144	-26.627342	0.034982	955.974854
145	-23.443480	0.052913	1106.918213
146	-23.664766	0.053595	855.345886
147	-24.469183	0.048538	603.773560
148	-22.443369	0.065561	201.257858
149	-24.103977	0.050298	150.943390
150	-24.783510	0.043580	201.257858
151	-29.579884	0.026826	301.886780
152	-27.032450	0.032755	301.886780
153	-26.217937	0.035103	402.515717
154	-26.605162	0.037654	150.943390
155	-24.662132	0.043621	301.886780
156	-25.772860	0.040000	301.886780
157	-23.108677	0.052064	201.257858
158	-23.472214	0.052660	301.886780
159	-24.189100	0.046750	301.886780
160	-27.255711	0.034454	301.886780
161	-30.901871	0.022516	402.515717
162	-30.252991	0.024197	402.515717
163	-36.208248	0.012755	452.830200
164	-36.330959	0.013144	402.515717
165	-31.185059	0.024002	402.515717
166	-29.988363	0.026757	452.830200
167	-31.036856	0.022671	603.773560
168	-35.910645	0.012366	402.515717
169	-27.768440	0.032367	251.572327
170	-25.142694	0.046322	251.572327
171	-28.190586	0.031010	603.773560
172	-24.657351	0.048193	503.144653
173	-24.923283	0.044224	754.716980
174	-24.178722	0.048017	704.402527
175	-26.180609	0.037823	553.459106
176	-23.917957	0.050444	301.886780
177	-26.365088	0.036138	905.660400
178	-26.994396	0.036513	503.144653
179	-30.446722	0.021954	754.716980
180	-27.797693	0.033174	402.515717
181	-27.207047	0.037119	251.572327
182	-29.163820	0.028672	251.572327
183	-35.502678	0.014161	402.515717
184	-36.212963	0.013054	452.830200
185	-36.409096	0.012438	1056.603760
186	-35.062122	0.013985	1106.918213
187	-31.704697	0.020866	352.201263
188	-36.963619	0.010896	1358.490601
189	-35.317474	0.013446	1106.918213
190	-36.409779	0.012033	754.716980
191	-35.424477	0.012947	1106.918213
192	-33.298363	0.017693	503.144653
193	-34.819801	0.015431	352.201263
194	-37.337891	0.011019	603.773560
195	-37.522846	0.010620	805.031433
196	-38.327999	0.009681	754.716980
197	-38.775627	0.009490	1106.918213
198	-35.796494	0.013279	1006.289307
199	-36.731091	0.011747	654.088074
200	-35.155010	0.013686	654.088074
201	-36.233391	0.012837	603.773560
202	-38.073963	0.010215	654.088074
203	-42.356930	0.005824	1358.490601
204	-42.677582	0.005863	754.716980
205	-41.916447	0.006093	1106.918213
206	-37.732204	0.010660	754.716980
207	-41.738266	0.006384	855.345886
208	-34.809536	0.014980	503.144653
209	-36.340675	0.013161	201.257858
210	-37.110279	0.011154	603.773560
211	-35.393478	0.014277	503.144653
212	-37.355209	0.011439	654.088074
213	-39.648693	0.008401	553.459106
214	-40.341633	0.008018	352.201263
215	-39.339100	0.008887	553.459106
216	-41.645958	0.006912	503.144653
217	-42.804768	0.006035	553.459106
218	-34.680000	0.014524	251.572327
219	-35.215809	0.014083	301.886780
220	-42.487720	0.006157	452.830200
221	-49.330650	0.002577	754.716980
222	-46.611774	0.003979	603.773560
223	-42.445210	0.006328	150.943390
224	-45.802731	0.004390	654.088074
225	-33.234539	0.013367	402.515717
226	-28.746702	0.029302	452.830200
227	-24.650734	0.050006	301.886780
228	-25.382956	0.045801	301.886780
229	-22.590111	0.055248	402.515717
230	-25.063999	0.041846	503.144653
231	-23.767101	0.050137	503.144653
232	-23.428383	0.054557	402.515717
233	-24.554085	0.045547	452.830200
234	-24.977079	0.042109	503.144653
235	-25.567759	0.044172	402.515717
236	-26.534861	0.039579	553.459106
237	-25.005272	0.047478	402.515717
238	-25.758057	0.041459	452.830200
239	-23.743738	0.057726	301.886780
240	-25.235567	0.042789	452.830200
241	-24.617336	0.048844	452.830200
242	-25.237606	0.042765	503.144653
243	-27.570898	0.034902	352.201263
244	-26.647293	0.036909	301.886780
245	-27.629484	0.034932	503.144653
246	-27.699984	0.034126	301.886780
247	-27.246330	0.035948	352.201263
248	-24.220642	0.052135	301.886780
249	-24.488363	0.049913	301.886780
250	-23.790710	0.052896	251.572327
251	-23.006702	0.052547	251.572327
252	-24.930342	0.047672	352.201263
253	-25.462891	0.043011	452.830200
254	-25.901669	0.039404	301.886780
255	-25.745016	0.040857	352.201263
256	-29.479710	0.027785	553.459106
257	-27.625584	0.032098	503.144653
258	-22.620281	0.063155	301.886780
259	-20.980728	0.076910	251.572327
260	-23.915852	0.051425	301.886780
261	-27.783699	0.030169	553.459106
262	-27.988880	0.033002	251.572327
263	-26.925034	0.038487	301.886780
264	-26.384817	0.039278	352.201263
265	-28.126623	0.031907	402.515717
266	-25.706522	0.041787	201.257858
267	-24.994499	0.041165	503.144653
268	-29.589062	0.028249	251.572327
269	-24.719093	0.043243	301.886780
270	-26.514042	0.037407	301.886780
271	-26.308214	0.040931	301.886780
272	-27.875675	0.030863	503.144653
273	-27.271170	0.037079	301.886780
274	-25.812307	0.037524	452.830200
275	-28.050062	0.031910	352.201263
276	-28.991447	0.030137	301.886780
277	-28.112314	0.034991	301.886780
278	-25.772911	0.039945	402.515717
279	-25.729807	0.043168	301.886780
280	-25.541542	0.043057	251.572327
281	-26.463760	0.037661	301.886780
282	-30.534843	0.024972	402.515717
283	-29.859833	0.026923	301.886780
284	-27.017756	0.036017	452.830200
285	-24.743526	0.043430	402.515717
286	-27.912266	0.032872	503.144653
287	-24.776209	0.046607	402.515717
288	-29.118748	0.027245	553.459106
289	-25.154911	0.046278	201.257858
290	-27.637728	0.035594	301.886780
291	-24.208235	0.050189	352.201263
292	-28.853785	0.028370	654.088074
293	-26.184208	0.039766	452.830200
294	-28.312016	0.029434	402.515717
295	-27.905216	0.034407	352.201263
296	-26.959051	0.034620	402.515717
297	-24.539598	0.045301	352.201263
298	-27.325193	0.034790	452.830200
299	-26.870161	0.033701	301.886780
300	-25.712582	0.043003	352.201263
301	-30.595358	0.024708	805.031433
302	-31.692474	0.021876	603.773560
303	-31.860147	0.020794	452.830200
304	-34.488037	0.015009	805.031433
305	-30.888577	0.023803	603.773560
306	-29.614910	0.028138	402.515717
307	-29.424109	0.026362	503.144653
308	-30.602890	0.024230	603.773560
309	-33.402981	0.017420	704.402527
310	-32.306358	0.018576	654.088074
311	-32.705414	0.019191	503.144653
312	-33.436180	0.017266	452.830200
313	-36.699703	0.011582	402.515717
314	-33.287189	0.016774	603.773560
315	-40.286766	0.006978	754.716980
316	-36.628510	0.011613	503.144653
317	-39.086929	0.008749	452.830200
318	-37.805725	0.009650	654.088074
319	-39.679436	0.009194	251.572327
320	-35.704605	0.013233	452.830200
321	-37.935486	0.010730	452.830200
322	-38.379635	0.010223	503.144653
323	-36.950222	0.012074	603.773560
324	-39.473343	0.007845	654.088074
325	-40.680248	0.007765	503.144653
326	-38.253510	0.010119	654.088074
327	-38.902790	0.009281	452.830200
328	-39.963802	0.008291	754.716980
329	-44.701668	0.004742	452.830200
330	-44.208897	0.005321	503.144653
331	-43.422501	0.005523	603.773560
332	-42.691364	0.006046	503.144653
333	-42.195908	0.006794	402.515717
334	-42.660217	0.005790	553.459106
335	-49.866970	0.002729	855.345886
336	-47.183464	0.003401	754.716980
337	-42.511917	0.006033	704.402527
338	-40.825008	0.007458	452.830200
339	-36.276257	0.013342	452.830200
340	-44.668476	0.004472	654.088074
341	-45.750282	0.004206	704.402527
342	-46.006847	0.003963	905.660400
343	-43.346870	0.005427	805.031433
344	-39.344002	0.009591	251.572327
345	-43.279118	0.005721	603.773560
346	-38.074272	0.010734	402.515717
347	-43.783386	0.004898	704.402527
348	-41.516056	0.006647	754.716980
349	-38.230877	0.010583	452.830200
350	-40.055248	0.008051	503.144653
351	-38.181667	0.010405	654.088074
352	-33.394287	0.017097	503.144653
353	-22.619095	0.055311	704.402527
354	-19.580235	0.086139	1006.289307
355	-18.190704	0.092101	1257.861694
356	-26.054676	0.040026	603.773560
357	-31.307514	0.022184	352.201263
358	-34.819283	0.013960	402.515717
359	-34.784332	0.015244	352.201263
360	-39.330769	0.008605	452.830200
361	-45.614956	0.004251	704.402527
362	-43.512901	0.005445	754.716980
363	-20.598658	0.057814	704.402527
364	-19.977428	0.074586	855.345886
365	-20.112869	0.070729	1006.289307
366	-20.396753	0.067774	1106.918213
367	-20.627291	0.063394	1006.289307
368	-21.398470	0.061043	704.402527
369	-21.654591	0.060482	855.345886
370	-22.874054	0.052687	754.716980
371	-26.060596	0.040314	805.031433
372	-28.669361	0.029770	805.031433
373	-31.324114	0.022106	654.088074
374	-26.027748	0.036172	553.459106
375	-26.029642	0.037588	553.459106
376	-27.081038	0.035349	452.830200
377	-27.115803	0.035043	352.201263
378	-30.566645	0.025110	301.886780
379	-29.934004	0.026842	150.943390
380	-38.296738	0.009980	452.830200
381	-31.049856	0.023628	301.886780
382	-30.231009	0.024865	150.943390
383	-33.325859	0.018538	201.257858
384	-39.411934	0.008008	503.144653
385	-37.561413	0.011905	201.257858
386	-43.602261	0.005383	503.144653
387	-47.460201	0.003536	503.144653
388	-38.628239	0.009923	352.201263
389	-39.770367	0.007768	553.459106
390	-39.565861	0.008989	402.515717
391	-40.695633	0.007401	654.088074
392	-38.397476	0.010263	251.572327
393	-39.112236	0.009622	150.943390
394	-31.120747	0.019677	301.886780
395	-33.098061	0.018514	754.716980
396	-34.425335	0.016161	301.886780
397	-23.015177	0.051562	603.773560
398	-21.453396	0.063546	553.459106
399	-23.000710	0.048641	704.402527
400	-23.083633	0.050371	754.716980
401	-23.457058	0.050457	603.773560
402	-24.572678	0.044942	503.144653
403	-24.693394	0.041461	402.515717
404	-25.309462	0.039860	654.088074
405	-23.556234	0.047411	754.716980
406	-25.098356	0.039391	805.031433
407	-29.729477	0.027197	603.773560
408	-24.996731	0.039206	754.716980
409	-35.691883	0.013709	603.773560
410	-34.241619	0.016055	402.515717
411	-34.216084	0.016969	201.257858
412	-37.393661	0.010590	553.459106
413	-38.040096	0.010256	352.201263
414	-41.982677	0.006646	1056.603760
415	-44.217743	0.005098	805.031433
416	-44.851498	0.004676	603.773560
417	-40.719330	0.007539	654.088074
418	-42.102921	0.006121	805.031433
